skill_name,family_name
Energy-Dispersive X-ray Spectroscopy (EDS),Physics
Electromagnetism,Physics
Astrophysics,Physics
Condensed Matter Physics,Physics
Particle Detectors and Accelerators,Physics
Near-Infrared Spectroscopy (NIRS),Physics
Boundary element method,Physics
Planetary Science,Physics
Electromagnetic Field (EMF),Physics
Electromagnetic Radiation,Physics
Turbulence,Physics
Magnetic Field,Physics
Pressure Measurement,Physics
Scientific Computing,Physics
Magnetism,Physics
Quantum Information,Physics
Quantum Nanoelectronics,Physics
Condensed Matter Theory,Physics
EigenMode expansion,Physics
Neutron Scattering,Physics
Waveguide,Physics
Light Source,Physics
Electric Field,Physics
Alternating Current,Physics
Solid-State Physics,Physics
Spectrophotometry,Physics
Absorption Spectroscopy,Physics
Design space exploration,Physics
Quantum Field Theory,Physics
String Theory,Physics
Force Measurement,Physics
Electric Charge,Physics
Geometrical Optics,Physics
Atomic Emission Spectroscopy (AES),Physics
Dielectric Strength,Physics
Direct-Field Acoustic Test (DFAT),Physics
Laser Physics,Physics
Electromagnetic Induction,Physics
Permittivity,Physics
Radio Frequency Integrated Circuit (RFIC),Physics
Transmission line matrix,Physics
Quantum Optics,Physics
Radio Frequency Engineering,Physics
High Performance Parallel Computing,Physics
Acoustic Testing,Physics
High Frequency Circuit,Physics
Finite-difference time-domain,Physics
Organizational Skills,Professional Skills
Process Management,Professional Skills
Troubleshooting,Professional Skills
Process Optimization,Professional Skills
Workflow Management,Professional Skills
Business Operation,Professional Skills
Business Strategy,Professional Skills
Benchmarking,Professional Skills
Process Design,Professional Skills
Document Management,Professional Skills
Master Data,Professional Skills
Writing Skills,Professional Skills
Business Consulting,Professional Skills
Business Acumen,Professional Skills
Process Analysis,Professional Skills
Performance Improvement,Professional Skills
Analysis Methods,Professional Skills
Operational Excellence,Professional Skills
Process Development,Professional Skills
Resource Management,Professional Skills
Risk Analysis,Professional Skills
Tech Knowledge,Professional Skills
Work Organization,Professional Skills
Content Development,Professional Skills
Proof Reading,Professional Skills
Strategic Management,Professional Skills
Business Process Management (BPM),Professional Skills
General Process Know How,Professional Skills
Change Processes,Professional Skills
Value Analysis / Value Engineering (VAVE),Professional Skills
Archiving,Professional Skills
Travel Arrangements,Professional Skills
Process Modelling,Professional Skills
Research Methods,Professional Skills
Manuscript Writing,Professional Skills
Value Management,Professional Skills
Scientific Writing,Professional Skills
Medical Writing,Professional Skills
Copyediting,Professional Skills
Product and Cycle Time Excellence (PACE),Professional Skills
On-Site Support,Professional Skills
Document Control,Professional Skills
Order Processing,Professional Skills
Concept Development,Professional Skills
Facilitation,Professional Skills
Management Appraisal,Professional Skills
Organizational Behavior,Professional Skills
Functional Development,Professional Skills
Offer Management,Professional Skills
Continental Business System (CBS),Professional Skills
Protocol Development,Professional Skills
Behavioural Research,Professional Skills
Management Audit,Professional Skills
Fault Management,Professional Skills
Material Life Cycle (MLC),Professional Skills
Organizational Psychology,Professional Skills
Master Data Hierarchies,Professional Skills
Appointment scheduling,Professional Skills
Information Filing,Professional Skills
Visual Inspection,Professional Skills
Mindmap,Professional Skills
Test Evaluation,Professional Skills
Failure Management,Professional Skills
Expert Interviews,Professional Skills
Management Diagnostics,Professional Skills
Knowledge-Centered Support (KCS),Professional Skills
Manual Development,Professional Skills
Kanri,Professional Skills
Public Address System,Professional Skills
ITIL/Service Management,Professional Skills
Housekeeping,Professional Skills
Publication Planning,Professional Skills
Inspection of materials,Professional Skills
Kepner-Tregoe (KT Analysis),Professional Skills
Clinical Skill,Professional Skills
Abstract Writing,Professional Skills
Service Operation Management,Professional Skills
Idea Management,Professional Skills
Layout Creation,Professional Skills
Strategic Portfolio Management,Professional Skills
Yokoten,Professional Skills
Monograph Writing,Professional Skills
Project Management,Project Management
Sprint Planning,Project Management
Bottleneck,Project Management
Trend Analysis,Project Management
Project Stakeholder Management,Project Management
Project Planning,Project Management
Project Control,Project Management
Project Scope Determination,Project Management
Project Risk and Opportunity Management,Project Management
Scrum,Project Management
Project Analysis,Project Management
Project Support,Project Management
Risk Management,Project Management
Project Change Request Management,Project Management
Project Reporting,Project Management
Project Auditing,Project Management
Project Methodology,Project Management
SWOT Analysis,Project Management
Project Monitoring,Project Management
Claim Management,Project Management
Project Communication,Project Management
Project Quality and Cost Handling,Project Management
Project Estimating,Project Management
Business Cases Definition,Project Management
Project Procurement Management,Project Management
Project Acquisition,Project Management
Project Mentoring,Project Management
Project Safety,Project Management
Project Calculation,Project Management
Lean Project Management,Project Management
Critical Chain Project Management (CCPM),Project Management
Project Management Body of Knowledge (PMBOK),Project Management
Project Resource Management,Project Management
Root Cause Analysis,Quality Management
Quality Assurance (QA),Quality Management
Total Quality Management,Quality Management
Quality Control,Quality Management
Process Quality Management,Quality Management
Quality Management,Quality Management
Quality Management System (QMS),Quality Management
ISO 9000,Quality Management
ISO / TS 16949,Quality Management
Lean Management,Quality Management
DMAIC,Quality Management
ISO 9001,Quality Management
Device Master Record,Quality Management
Fault Analysis,Quality Management
5 Why Analysis,Quality Management
Total Productive Maintenance (TPM),Quality Management
American Society for Quality (ASQ),Quality Management
Quality Inspection & Certificates,Quality Management
Design for Manufacture and Assembly (DFMA),Quality Management
Non Conformence Management,Quality Management
Advanced Product Quality Planning (APQP),Quality Management
ISO 13849,Quality Management
The Eight Disciplines of Problem Solving (8D),Quality Management
Corporate Identity,Sales & Marketing & Commercial Contracts
Digital Marketing,Sales & Marketing & Commercial Contracts
Marketing,Sales & Marketing & Commercial Contracts
Customer Experience Management,Sales & Marketing & Commercial Contracts
Market Research,Sales & Marketing & Commercial Contracts
Customer Relationship Management (CRM),Sales & Marketing & Commercial Contracts
Marketing Automation,Sales & Marketing & Commercial Contracts
Promotion,Sales & Marketing & Commercial Contracts
Search Engine Optimization (SEO),Sales & Marketing & Commercial Contracts
eCommerce,Sales & Marketing & Commercial Contracts
Product Management,Sales & Marketing & Commercial Contracts
Customer Service,Sales & Marketing & Commercial Contracts
Product Lifecycle Management (PLM),Sales & Marketing & Commercial Contracts
Web Search Engine,Sales & Marketing & Commercial Contracts
Online Marketing,Sales & Marketing & Commercial Contracts
Web Analytics,Sales & Marketing & Commercial Contracts
Business Opportunities,Sales & Marketing & Commercial Contracts
Customer Interaction,Sales & Marketing & Commercial Contracts
Marketing & Advertising Campaign,Sales & Marketing & Commercial Contracts
Customer Retention,Sales & Marketing & Commercial Contracts
Strategic Selling,Sales & Marketing & Commercial Contracts
Search Engine Marketing (SEM),Sales & Marketing & Commercial Contracts
Contract Management,Sales & Marketing & Commercial Contracts
Campaign Management,Sales & Marketing & Commercial Contracts
Presales,Sales & Marketing & Commercial Contracts
Brand Management,Sales & Marketing & Commercial Contracts
Business Model Design,Sales & Marketing & Commercial Contracts
Storytelling,Sales & Marketing & Commercial Contracts
Marketing Strategy,Sales & Marketing & Commercial Contracts
Product Marketing,Sales & Marketing & Commercial Contracts
Market Analysis,Sales & Marketing & Commercial Contracts
Pricing,Sales & Marketing & Commercial Contracts
Content Management,Sales & Marketing & Commercial Contracts
Payment Process,Sales & Marketing & Commercial Contracts
Customer Request,Sales & Marketing & Commercial Contracts
Customer Satisfaction,Sales & Marketing & Commercial Contracts
Ad Targeting,Sales & Marketing & Commercial Contracts
Business Development Techniques,Sales & Marketing & Commercial Contracts
Customer Acquisition,Sales & Marketing & Commercial Contracts
Sales Planning,Sales & Marketing & Commercial Contracts
Complaint Management,Sales & Marketing & Commercial Contracts
Market Trends,Sales & Marketing & Commercial Contracts
Point of Sale (POS),Sales & Marketing & Commercial Contracts
Event Management,Sales & Marketing & Commercial Contracts
Slack,Sales & Marketing & Commercial Contracts
Instagram,Sales & Marketing & Commercial Contracts
Omnichannel Marketing,Sales & Marketing & Commercial Contracts
Upselling,Sales & Marketing & Commercial Contracts
After sales,Sales & Marketing & Commercial Contracts
Market Segmentation,Sales & Marketing & Commercial Contracts
Lead Generation,Sales & Marketing & Commercial Contracts
Newsletter,Sales & Marketing & Commercial Contracts
Client Management,Sales & Marketing & Commercial Contracts
Sales Process,Sales & Marketing & Commercial Contracts
Corporate Communication,Sales & Marketing & Commercial Contracts
Search Engine Advertising (SEA),Sales & Marketing & Commercial Contracts
Public Relations,Sales & Marketing & Commercial Contracts
Customer Understanding and Contribution,Sales & Marketing & Commercial Contracts
Product Knowledge,Sales & Marketing & Commercial Contracts
Social Listening,Sales & Marketing & Commercial Contracts
Cross-Selling,Sales & Marketing & Commercial Contracts
Market Knowledge,Sales & Marketing & Commercial Contracts
Labelling,Sales & Marketing & Commercial Contracts
Traffic Management,Sales & Marketing & Commercial Contracts
Pricing Strategy,Sales & Marketing & Commercial Contracts
Quantitative Research,Sales & Marketing & Commercial Contracts
Account Plan,Sales & Marketing & Commercial Contracts
Consultative Selling,Sales & Marketing & Commercial Contracts
Account Management,Sales & Marketing & Commercial Contracts
Large Customer,Sales & Marketing & Commercial Contracts
Keyword Research,Sales & Marketing & Commercial Contracts
Brand Development,Sales & Marketing & Commercial Contracts
Direct Marketing,Sales & Marketing & Commercial Contracts
Yield Management,Sales & Marketing & Commercial Contracts
Internal Communications,Sales & Marketing & Commercial Contracts
Influencer Marketing,Sales & Marketing & Commercial Contracts
Digital Marketing Strategy,Sales & Marketing & Commercial Contracts
Marketing Communications,Sales & Marketing & Commercial Contracts
Relationship Marketing,Sales & Marketing & Commercial Contracts
Marketing Management,Sales & Marketing & Commercial Contracts
Competitor Knowledge,Sales & Marketing & Commercial Contracts
Prospecting,Sales & Marketing & Commercial Contracts
Native Advertising,Sales & Marketing & Commercial Contracts
Qualitative Research,Sales & Marketing & Commercial Contracts
Consumer Intelligence,Sales & Marketing & Commercial Contracts
Email Marketing,Sales & Marketing & Commercial Contracts
Marketing Plan,Sales & Marketing & Commercial Contracts
Display Advertising,Sales & Marketing & Commercial Contracts
Content Strategy,Sales & Marketing & Commercial Contracts
Solution Selling,Sales & Marketing & Commercial Contracts
Affiliate Marketing,Sales & Marketing & Commercial Contracts
Pricing Benchmarking,Sales & Marketing & Commercial Contracts
Demand-Side Platform (DSP),Sales & Marketing & Commercial Contracts
Bid Management,Sales & Marketing & Commercial Contracts
Content Management System (CMS),Sales & Marketing & Commercial Contracts
Customer Knowledge,Sales & Marketing & Commercial Contracts
Conversion Rate Optimization (CRO),Sales & Marketing & Commercial Contracts
Content Marketing,Sales & Marketing & Commercial Contracts
Multichannel Marketing,Sales & Marketing & Commercial Contracts
Sales Campaign,Sales & Marketing & Commercial Contracts
Order Book,Sales & Marketing & Commercial Contracts
Social Media Marketing,Sales & Marketing & Commercial Contracts
Brand Communication,Sales & Marketing & Commercial Contracts
Digital Customer Experience,Sales & Marketing & Commercial Contracts
Integrated Marketing Communications (IMC),Sales & Marketing & Commercial Contracts
Cold Calling,Sales & Marketing & Commercial Contracts
Services Marketing,Sales & Marketing & Commercial Contracts
Market Penetration,Sales & Marketing & Commercial Contracts
Competitor Analysis,Sales & Marketing & Commercial Contracts
Growth Hacking,Sales & Marketing & Commercial Contracts
Product Cost Optimization (PCO),Sales & Marketing & Commercial Contracts
AIDA (Marketing),Sales & Marketing & Commercial Contracts
Customer Profitability,Sales & Marketing & Commercial Contracts
Commercial Conditions,Sales & Marketing & Commercial Contracts
Supply-Side Platform (SSP),Sales & Marketing & Commercial Contracts
Digital Product Management,Sales & Marketing & Commercial Contracts
Sales Pitch,Sales & Marketing & Commercial Contracts
Inbound Marketing,Sales & Marketing & Commercial Contracts
Product Differentiation,Sales & Marketing & Commercial Contracts
Trade Marketing,Sales & Marketing & Commercial Contracts
Car Dealer,Sales & Marketing & Commercial Contracts
Showroom Management,Sales & Marketing & Commercial Contracts
Market Forecast Tools & Techniques,Sales & Marketing & Commercial Contracts
Web Tracking,Sales & Marketing & Commercial Contracts
Mobile Commerce,Sales & Marketing & Commercial Contracts
Sales Contracts,Sales & Marketing & Commercial Contracts
Refund,Sales & Marketing & Commercial Contracts
Tire Dealer,Sales & Marketing & Commercial Contracts
Media Planning,Sales & Marketing & Commercial Contracts
Commercial Partnership,Sales & Marketing & Commercial Contracts
Digital Concept,Sales & Marketing & Commercial Contracts
Clienteling,Sales & Marketing & Commercial Contracts
Value Added Selling,Sales & Marketing & Commercial Contracts
Account Based Marketing (ABM),Sales & Marketing & Commercial Contracts
Brand Positioning,Sales & Marketing & Commercial Contracts
Sales Process Optimization,Sales & Marketing & Commercial Contracts
Event Marketing,Sales & Marketing & Commercial Contracts
Proposal Management,Sales & Marketing & Commercial Contracts
Proposal Creation,Sales & Marketing & Commercial Contracts
Social Selling,Sales & Marketing & Commercial Contracts
Key Account Planning,Sales & Marketing & Commercial Contracts
Corporate Customer Support,Sales & Marketing & Commercial Contracts
Performance-Based Advertising,Sales & Marketing & Commercial Contracts
Customer Segmentation,Sales & Marketing & Commercial Contracts
Viral Marketing,Sales & Marketing & Commercial Contracts
Referral Marketing,Sales & Marketing & Commercial Contracts
Video Shopping,Sales & Marketing & Commercial Contracts
Closing Skills,Sales & Marketing & Commercial Contracts
Spare Parts Management,Sales & Marketing & Commercial Contracts
Commercial Documents,Sales & Marketing & Commercial Contracts
Offer Analysis,Sales & Marketing & Commercial Contracts
CE Marking,Sales & Marketing & Commercial Contracts
Content Automation,Sales & Marketing & Commercial Contracts
Customer Financing,Sales & Marketing & Commercial Contracts
Price Approval,Sales & Marketing & Commercial Contracts
Sales Negotiation,Sales & Marketing & Commercial Contracts
Social Media Optimization (SMO),Sales & Marketing & Commercial Contracts
Strategic Customer Relationship Management (SCRM),Sales & Marketing & Commercial Contracts
Word of Mouth Marketing (WOMM),Sales & Marketing & Commercial Contracts
Point of Sale Analysis,Sales & Marketing & Commercial Contracts
Analytical CRM,Sales & Marketing & Commercial Contracts
Microscopy,Science
Dimensional Analysis,Science
Atomization,Science
Metrology,Science
Uncertainty Quantification,Science
Cryogenic Electron Microscopy,Science
Measuring System,Science
ISO/IEC 17025,Science
UV-Vis Spectrometer,Science
Scanning Probe Microscopy,Science
Medical Imaging,Science
Coordinate Measuring Machine (CMM),Science
Caliper,Science
Micrometer,Science
Glovebox,Science
Chemical Laboratory,Science
Centrifuge,Science
pH meter,Science
Schlenk Line,Science
Coordinate Measuring,Science
Differential Interference Contrast Microscopy,Science
Dimensional Metrology,Science
Liquid Gas,Science
Height Gauge,Science
ThermalGravimetric Analyzer,Science
Anechoic Chamber,Science
Gas Centrifuge,Science
ThermalMechanical Analyzer,Science
Atomic Force Microscopy (AFM),Science
ThermalImaging,Science
Internal Audit,Security & Law Enforcement
Crisis Management,Security & Law Enforcement
Forensics,Security & Law Enforcement
Incident Management,Security & Law Enforcement
Security Screening,Security & Law Enforcement
Internal Control,Security & Law Enforcement
Security Risk Assesment,Security & Law Enforcement
Closed-circuit television (CCTV),Security & Law Enforcement
Security Threats,Security & Law Enforcement
Security Industry Authority (SIA),Security & Law Enforcement
Law Enforcement Agency (LEA),Security & Law Enforcement
Emergency and Service Control Center,Security & Law Enforcement
Law Enforcement,Security & Law Enforcement
Process Audit,Security & Law Enforcement
Business Continuity Management (BMC),Security & Law Enforcement
Quality Audit,Security & Law Enforcement
Control Center,Security & Law Enforcement
Regulatory Authority,Security & Law Enforcement
Control Service,Security & Law Enforcement
Internet Fraud,Security & Law Enforcement
Identity Verification Service,Security & Law Enforcement
Criminology,Security & Law Enforcement
Event Security,Security & Law Enforcement
White-Collar Crime,Security & Law Enforcement
Security Smoke,Security & Law Enforcement
Supplier Audit,Security & Law Enforcement
Q Security Process,Security & Law Enforcement
ISO 31000,Security & Law Enforcement
Remote Keyless System,Security & Law Enforcement
Security Regulations,Security & Law Enforcement
Risk Matrix,Security & Law Enforcement
Common Safety Methods on Risk Assessment (CSM RA),Security & Law Enforcement
International Ship and Port Facility Security (ISPS) Code,Security & Law Enforcement
Investigation,Security & Law Enforcement
Physical Security,Security & Law Enforcement
Interpersonal Relationships,Social and Behavioral Sciences
Sociology,Social and Behavioral Sciences
Supply Chain Management,Supply Chain Management
Inventory,Supply Chain Management
Supplier Management,Supply Chain Management
Export Control,Supply Chain Management
Warehouse Management,Supply Chain Management
Procurement,Supply Chain Management
Logistics,Supply Chain Management
Demand Planning,Supply Chain Management
Outsourcing,Supply Chain Management
Value Chain Analysis,Supply Chain Management
Materials Management,Supply Chain Management
Service Management,Supply Chain Management
Supply Network Planning,Supply Chain Management
Last mile,Supply Chain Management
Offshoring,Supply Chain Management
Inventory Optimization,Supply Chain Management
Vendor-Managed Inventory (VMI),Supply Chain Management
Total cost of Ownership (TCO),Supply Chain Management
Bill Of Materials (BOM),Supply Chain Management
Fulfillment Center,Supply Chain Management
Supply Chain Operations Reference Model (SCOR),Supply Chain Management
Inventory Control,Supply Chain Management
Commodity Management,Supply Chain Management
Supplier Performance Management,Supply Chain Management
Third-Party Logistics,Supply Chain Management
Bom Change Management,Supply Chain Management
Request for Tender Process (RFT),Supply Chain Management
Vertical Integration,Supply Chain Management
Supplier Monitoring,Supply Chain Management
Request for Quotation (RFQ),Supply Chain Management
Material Flow,Supply Chain Management
Value Stream Mapping (VSM),Supply Chain Management
Racking and Shelving,Supply Chain Management
Supplier Relationship Management (SRM),Supply Chain Management
Advanced Shipping Notice (ASN),Supply Chain Management
Freight rate,Supply Chain Management
Conveyor System,Supply Chain Management
Material Disposition,Supply Chain Management
Dispatch Department,Supply Chain Management
Transport Logistics,Supply Chain Management
Commodity Strategy,Supply Chain Management
Supply Purchase,Supply Chain Management
Incoming Goods,Supply Chain Management
